SSE/DKV,ADVANCED DIGITAL BROAD. | WKN A0EAGJ | ISIN CH0021194664 (DKV) - Stuttgart
SSE/AVX,ADVANCED ENERGY INDS STOCK WKN 898006 | ISIN US0079731008 (AVX) - Stuttgart
SSE/AE6,ADVANCED EXPLORATIONS INC. STOCK WKN A0D8ZT | ISIN CA00765C1086 (AE6) - Duesseldorf
SSE/AISF,ADVANCED INFO SERVICES STOCK WKN 889577 | ISIN TH0268010Z11 (AISF) - Stuttgart
SSE/NVAA,ADVANCED INFO SERVICES STOCK WKN 676018 | ISIN TH0268010R11 (NVAA) - Stuttgart
SSE/AMD,AMD STOCK WKN 863186 | ISIN US0079031078 (AMD) - Stuttgart
SSE/VSJ,ADVANCED VISION TECHNOLOGY STOCK WKN 931340 | ISIN IL0010837248 (VSJ) - Stuttgart
SSE/9SA,ADVANTAGE OIL & GAS STOCK WKN A0NGHT | ISIN CA00765F1018 (9SA) - Stuttgart
SSE/FAD1,Advaxis Inc. (FAD1) - Stuttgart
SSE/7A7,Advanced Cannabis Solutio.inc. (7A7) - Stuttgart
SSE/CQZ,Advanced Card Systems Holdings Registered Shares Hd (CQZ) - Stuttgart
SSE/VAN,ADVANTEST STOCK WKN 868805 | ISIN JP3122400009 (VAN) - Stuttgart
SSE/OXQ1,Advanced Emissions Solutio.inc. (OXQ1) - Stuttgart
SSE/AXQ,Advent Software Inc. (AXQ) - Stuttgart
SSE/A02,Adways Inc. (A02) - Stuttgart
SSE/AVQ,"Adveo Group International S.a. Acciones Port. Eo 1,50 (AVQ) - Stuttgart"
SSE/AOO,AEDIFICA SICAFI STOCK WKN A0LCUN | ISIN BE0003851681 (AOO) - Stuttgart
SSE/GHU,AUDAX OURCES STOCK WKN 875366 | ISIN AU000000ADX9 (GHU) - Stuttgart
SSE/LLB,AEDES | WKN 865863 | ISIN IT0000074028 (LLB) - Stuttgart
SSE/3A1,AEFFE STOCK WKN A0MW4X | ISIN IT0001384590 (3A1) - Stuttgart
SSE/32A,AEGEAN AIRLINES STOCK WKN A0MWBR | ISIN GRS495003006 (32A) - Stuttgart
SSE/KYE,Aegerion Pharmaceuticals Inc. (KYE) - Stuttgart
SSE/AEND,AEGON STOCK WKN A0JL2Y | ISIN NL0000303709 (AEND) - Stuttgart
SSE/AENF,AEGON N.V. STOCK WKN 873131 | ISIN US0079241032 (AENF) - Stuttgart
SSE/AYB,Aehr Test Systems Registered Shares Dl (AYB) - Stuttgart
SSE/AVK1,AEON STORES STOCK WKN A1JC1K | ISIN HK0000084183 (AVK1) - Stuttgart
SSE/AE3,AEON THANA SINSAP STOCK WKN 529919 | ISIN TH0664010R11 (AE3) - Stuttgart
SSE/EIL1,"AER LINGUS ORD EUR0.05 STOCK
WKN A0KFMP | ISIN IE00B1CMPN86 (EIL1) - over the counter Germany"
SSE/R1D,AERCAP HOLDINGS STOCK WKN A0LFB3 | ISIN NL0000687663 (R1D) - Stuttgart
SSE/AETG,Aeroflot-rossiyskiye Avialinii Reg. Shs (gdrs 144a) /5 Rl 1 (AETG) - Stuttgart
SSE/AED,AEROP DE SURESTE STOCK WKN 165378 | ISIN MXP001661018 (AED) - Stuttgart
SSE/AO5,AEROPOSTALE STOCK WKN 575172 | ISIN US0078651082 (AO5) - Stuttgart
SSE/JPX,AEROVIRONMENT STOCK WKN A0MJX7 | ISIN US0080731088 (JPX) - Stuttgart
SSE/AES,AES STOCK WKN 882177 | ISIN US00130H1059 (AES) - Stuttgart
SSE/A7Y,"AES TIETE ADR STOCK
WKN A0LEET | ISIN US00808P1084 (A7Y) - Stuttgart"
SSE/AFA,AEROPORTO DI FIRENZE | WKN 502852 | ISIN IT0000346798 (AFA) - Stuttgart
SSE/HE8,AETNA STOCK WKN 602155 | ISIN US00817Y1082 (HE8) - Stuttgart
SSE/G5L,GENOLIER SWISS MEDICAL STOCK WKN 925444 | ISIN CH0012488190 (G5L) - Stuttgart
SSE/ET81,AETERNA ZENTARIS INC. STOCK | WKN A1J5XC | ISIN CA0079753038 (ET81) - Stuttgart
SSE/EJU,AETHLON MEDICAL | WKN A0CADS | ISIN US00808Y1091 (EJU) - Berlin
SSE/AJXA,AFC AJAX AMSTERDAM STOCK WKN A0H0RS | ISIN NL0000018034 (AJXA) - Stuttgart
SSE/AFF,AFFYMETRIX STOCK WKN 901198 | ISIN US00826T1088 (AFF) - Stuttgart
SSE/A5Y,AFFYMAX INC COM STK USD0.001 STOCK WKN A0LCV5 | ISIN US00826A1097 (A5Y) - Munich
SSE/SQY1,AFI DEVELOPMENT STOCK WKN A0MQ07 | ISIN US00106J2006 (SQY1) - Stuttgart
SSE/CHIA,AFKEM STOCK WKN A1EMBS | ISIN DE000A1EMBS3 (CHIA) - Stuttgart
SSE/AFL,AFLAC STOCK WKN 853081 | ISIN US0010551028 (AFL) - Stuttgart
SSE/A2J,AFREN ORD GBP0.01 STOCK WKN A0D9AZ | ISIN GB00B0672758 (A2J) - over the counter Germany
SSE/KRL1,AFRICA HYDROCARBONS STOCK WKN A1JTQR | ISIN CA00830G1000 (KRL1) - Stuttgart
SSE/33A,AFRICAN BARRICK GOLD STOCK WKN A1CTRD | ISIN GB00B61D2N63 (33A) - Stuttgart
SSE/AFZ,AFRICA OIL STOCK WKN A0MZJC | ISIN CA00829Q1019 (AFZ) - Stuttgart
SSE/NXH,AFRICAN BANK INV ZAR0.025 STOCK WKN 865986 | ISIN ZAE000030060 (NXH) - Frankfurt
SSE/D9A,AFRICAN CONSOLIDATED RES STOCK WKN A0J3GB | ISIN GB00B142P698 (D9A) - Stuttgart
SSE/3A6,African Gold Group Inc. (3A6) - Stuttgart
SSE/EB1,AFRICAN EAGLE RESOURCES | WKN 590280 | ISIN GB0003394813 (EB1) - Berlin
SSE/OUV,AFRICAN MINERALS | WKN A0M25T | ISIN BMG0114P1005 (OUV) - Frankfurt
SSE/OWW,AFRICAN META | WKN 912759 | ISIN CA0082871041 (OWW) - Stuttgart
SSE/DFLA,Agave Silver Corp. (DFLA) - Stuttgart
SSE/BP6,AFRICAN ENERGY RESOURCES STOCK WKN A0MM09 | ISIN AU000000AFR6 (BP6) - Stuttgart
SSE/QM0,African Queen Mines Ltd. (QM0) - Stuttgart
SSE/EB9,AFRICAN RAINBOW MINERALS STOCK WKN A0CAQD | ISIN ZAE000054045 (EB9) - Stuttgart
SSE/AGJ,AGCO STOCK WKN 888282 | ISIN US0010841023 (AGJ) - Stuttgart
SSE/FO4N,AGEAS STOCK WKN A1J1DR | ISIN BE0974264930 (FO4N) - Stuttgart
SSE/AGX,AGENNIX STOCK WKN A1A6XX | ISIN DE000A1A6XX4 (AGX) - Stuttgart
SSE/AJ81,Agenus Inc. (AJ81) - Stuttgart
SSE/4A4A,Aggreko Plc. (4A4A) - Stuttgart
SSE/AGE,AGFA STOCK WKN 920872 | ISIN BE0003755692 (AGE) - Stuttgart
SSE/A8P,Agile Property Holdings Ltd. (A8P) - Stuttgart
SSE/8AP,Agios Pharmaceuticals Inc. (8AP) - Stuttgart
SSE/N9Z,AGL ENERGY | WKN A12FQM | ISIN AU000000AGK9 (N9Z) - Frankfurt
SSE/AE9,AGNICO EAGLE STOCK WKN 860325 | ISIN CA0084741085 (AE9) - Stuttgart
SSE/AGYA,Ago Ag Energie + Anlagen Inhaber-aktien (AGYA) - Stuttgart
SSE/AGB1,AGRANA STOCK WKN 779535 | ISIN AT0000603709 (AGB1) - Stuttgart
SSE/AU2,AGRARIUS STOCK WKN A0SLN9 | ISIN DE000A0SLN95 (AU2) - Stuttgart
SSE/A2G1,AGRIMARINE | WKN A1WZM8 | ISIN CA00855M4048 (A2G1) - Stuttgart
SSE/4ACA,AGRIA STOCK WKN A0M5WW | ISIN US00850H1032 (4ACA) - Stuttgart
SSE/EP1,AGRIMINCO CORP. STOCK WKN A1W2SQ | ISIN CA00855X1033 (EP1) - Berlin
SSE/AGU,AGRIUM STOCK WKN 886256 | ISIN CA0089161081 (AGU) - Stuttgart
SSE/EK7,AGRICULT. BK OF CHINA STOCK WKN A1C024 | ISIN CNE100000Q43 (EK7) - Stuttgart
SSE/AGR,ROB STOCK WKN 501900 | ISIN DE0005019004 (AGR) - Stuttgart
SSE/W9Z,AGROWILL GROUP STOCK WKN A0NJBT | ISIN LT0000127466 (W9Z) - Stuttgart
SSE/AGR3,ROB STOCK WKN 501903 | ISIN DE0005019038 (AGR3) - Stuttgart
SSE/3AH,Agtech Holdings Ltd. (3AH) - Stuttgart
SSE/AAH,AHLERS STOCK WKN 500970 | ISIN DE0005009708 (AAH) - Stuttgart
SSE/2AG,AGUNG PODOMORO STOCK WKN A1C809 | ISIN ID1000117104 (2AG) - Stuttgart
SSE/AAH3,AHLERS STOCK WKN 500973 | ISIN DE0005009732 (AAH3) - Stuttgart
SSE/AHOE,"Ahold N.v., Kon. Aandelen Aan Toonder Eo (AHOE) - Stuttgart"
SSE/QDA,"AL AIRPORTS INTERNATIONAL STOCK
WKN A0MNHP | ISIN AT0000A053N4 (QDA) - Stuttgart"
SSE/7A2,AIA GROUP STOCK WKN A1C7F3 | ISIN HK0000069689 (7A2) - Stuttgart
SSE/AAU,AIFUL STOCK WKN 908364 | ISIN JP3105040004 (AAU) - Stuttgart
SSE/AINN,AMERICAN INTERNATIONAL GROUP STOCK WKN A0X88Z | ISIN US0268747849 (AINN) - Stuttgart
SSE/AB1,AIR BERLIN STOCK WKN AB1000 | ISIN GB00B128C026 (AB1) - Stuttgart
SSE/ADH1,Air Canada Inc. (ADH1) - Stuttgart
SSE/AD2,AIR CHINA STOCK WKN A0M4WT | ISIN CNE1000001S0 (AD2) - Stuttgart
SSE/AFR,AIR FRANCE-KLM STOCK WKN 855111 | ISIN FR0000031122 (AFR) - Stuttgart
SSE/AIL,AIR LIQUIDE STOCK WKN 850133 | ISIN FR0000120073 (AIL) - Stuttgart
SSE/ADH,AIR CANADA | WKN A0LEKS | ISIN CA0089117034 (ADH) - Stuttgart
SSE/AIJ,AIR METHODS STOCK WKN 881694 | ISIN US0091283079 (AIJ) - Stuttgart
SSE/AP3,AIR PRODUCT & CHEMICALS STOCK WKN 854912 | ISIN US0091581068 (AP3) - Stuttgart
SSE/AIR,AIRBUS GROUP STOCK WKN 938914 | ISIN NL0000235190 (AIR) - Stuttgart
SSE/HPJN,AIRESIS STOCK WKN 890218 | ISIN CH0010947627 (HPJN) - Stuttgart
SSE/AAS,AIRGAS STOCK WKN 872942 | ISIN US0093631028 (AAS) - Stuttgart
SSE/4ARA,AIRMEDIA GROUP STOCK WKN A0M59E | ISIN US0094111095 (4ARA) - Stuttgart
SSE/TX3,AIRPORTS OF THAILAND STOCK WKN A0B9EM | ISIN TH0765010010 (TX3) - Stuttgart
SSE/NYVQ,AIRPORTS OF THAILAND STOCK WKN A0B5VL | ISIN TH0765010R16 (NYVQ) - Stuttgart
SSE/AIRA,EURPOEAN AERONAUTIC ADR STOCK WKN A1XBMK | ISIN US0092791005 (AIRA) - Stuttgart
SSE/AIXB,AIXTRON SE SPONS ADR EA REP 1 ORD NPV STOCK WKN A0D82P | ISIN US0096061041 (AIXB) - Xetra
SSE/AIXA,AIXTRON STOCK WKN A0WMPJ | ISIN DE000A0WMPJ6 (AIXA) - Stuttgart
SSE/AJN,Ajisen (china) Holdings Ltd. (AJN) - Stuttgart
SSE/AK2,AK STEEL STOCK WKN 890363 | ISIN US0015471081 (AK2) - Stuttgart
SSE/AK3,AKAMAI TECHNOLOGIES STOCK WKN 928906 | ISIN US00971T1016 (AK3) - Stuttgart
SSE/AKB2,AKBANK STOCK WKN A0D9US | ISIN US0097195012 (AKB2) - Stuttgart
SSE/FKM,AKER ASA STOCK WKN A0B8L8 | ISIN NO0010234552 (FKM) - Stuttgart
SSE/KY7,AKER SOLUTIONS STOCK WKN A0B97B | ISIN NO0010215684 (KY7) - Stuttgart
SSE/AF5,"Akka Technologies Actions Au Porteur Eo 1,53 (AF5) - Stuttgart"
SSE/FDA,Akorn Inc. (FDA) - Stuttgart
SSE/RK6A,AKR CORPORINDO TBK STOCK WKN A0MXR0 | ISIN ID1000106701 (RK6A) - Stuttgart
SSE/KO71,SISTEMA STOCK WKN A0D8DX | ISIN US48122U2042 (KO71) - Stuttgart
SSE/AKU,AKZO NOBEL STOCK WKN 914188 | ISIN NL0000009132 (AKU) - Stuttgart
SSE/AKUN,AKZO NOBEL STOCK WKN 877819 | ISIN US0101993055 (AKUN) - Stuttgart
SSE/1AG,ALABAMA GRAPHITE STOCK WKN A1J35M | ISIN CA0102931080 (1AG) - Stuttgart
SSE/TQL,ALACER GOLD STOCK WKN A1JFG6 | ISIN CA0106791084 (TQL) - Stuttgart
SSE/8AS,PT ALAM SUTERA REALTY TBK STOCK WKN A0X9TD | ISIN ID1000108400 (8AS) - Stuttgart
SSE/A4L,ALAMOS GOLD | WKN 257506 | ISIN CA0115271086 (A4L) - Stuttgart
SSE/TQL1,ANATOLIA MINERALS STOCK WKN A1C7WU | ISIN AU000000AQG6 (TQL1) - Stuttgart
SSE/ALK,ALASKA AIR GROUP STOCK WKN 869843 | ISIN US0116591092 (ALK) - Stuttgart
SSE/AYM,Albany Molecular Research Inc. (AYM) - Stuttgart
SSE/9AB,ALBA MINERAL RESOURCES STOCK WKN A0EQ18 | ISIN GB00B06KBB18 (9AB) - Stuttgart
SSE/ABA,ALBA STOCK WKN 620990 | ISIN DE0006209901 (ABA) - Stuttgart
SSE/CGEA,"ALCATEL-LUCENT STOCK
WKN 884199 | ISIN US0139043055 (CGEA) - Stuttgart"
SSE/ALG,ALBIS LEASING STOCK WKN 656940 | ISIN DE0006569403 (ALG) - Stuttgart
SSE/33S,SECHILIENNE-SIDEC STOCK WKN 659082 | ISIN FR0000060402 (33S) - Stuttgart
SSE/CGE,ALCATEL-LUCENT EUR0.05 STOCK WKN | ISIN FR0000130007 (CGE) - -
SSE/ALU,ALCOA STOCK WKN 850206 | ISIN US0138171014 (ALU) - Stuttgart
SSE/45A,ALCHEMY RESOURCES STOCK WKN A0M162 | ISIN AU000000ALY0 (45A) - Stuttgart
SSE/MM8,Alcyone Resources Ltd. (MM8) - Stuttgart
SSE/TUV3,ALDERON IRON ORE STOCK WKN A1JL1G | ISIN CA01434T1003 (TUV3) - Stuttgart
SSE/AIW,ALDRIDGE MINERALS STOCK WKN A0CAPB | ISIN CA0144301029 (AIW) - Stuttgart
SSE/OAA,ALDRIN RESOURCES | WKN A0Q3EC | ISIN CA0144311002 (OAA) - Stuttgart
SSE/N3VN,Alexza Pharmaceuticals Inc. (N3VN) - Stuttgart
SSE/OKV7,ALECTO MINERALS STOCK WKN A1CWUW | ISIN GB00B5SCHP68 (OKV7) - Stuttgart
SSE/E7T,ALEXIUM INTERNATIONAL GROUP STOCK WKN A1CTT8 | ISIN AU000000AJX6 (E7T) - Stuttgart
